2015-04-23,42.188742,46309500
2015-04-22,41.848041,25064300
2015-04-21,41.507336,26013800
2015-04-20,41.770164,46057700
2015-04-17,40.51443,42387600
2015-04-16,41.040087,22509700
2015-04-15,41.137429,27343600
2015-04-14,40.543636,24244400
2015-04-13,40.650711,30276700
2015-04-10,40.611776,28022000
2015-04-09,40.378149,25723900
2015-04-08,40.319742,24753400
2015-04-07,40.426821,28809400
2015-04-06,40.44629,39223700
2015-04-02,39.219761,37487500
2015-04-01,39.638339,36865300
2015-03-31,39.579932,34887200
2015-03-30,39.871962,35049700
2015-03-27,39.881698,34401400
2015-03-26,40.115321,37495600
2015-03-25,40.35868,43469900
2015-03-24,41.760431,25513300
2015-03-23,41.721493,26246100
2015-03-20,41.740962,71904500
2015-03-19,41.166634,33879100
2015-03-18,41.371055,44194800
2015-03-17,40.592307,31673400
2015-03-16,40.456026,35273500
2015-03-13,40.280807,58007700
2015-03-12,39.93037,59992500
2015-03-11,40.864868,32215300
2015-03-10,40.913539,39159700
2015-03-09,41.711757,32108000
2015-03-06,41.234775,36248800
2015-03-05,41.964852,23193500
2015-03-04,41.916181,25748700
2015-03-03,42.130335,31748600
2015-03-02,42.714399,31924000
2015-02-27,42.685193,33807700
2015-02-26,42.889618,28957300
2015-02-25,42.821477,29759800
2015-02-24,42.91882,25271700
2015-02-23,42.977227,32518800
2015-02-20,42.69493,29721100
2015-02-19,42.344492,27603400
2015-02-18,42.373694,27111700
2015-02-17,42.422369,33695700
2015-02-13,42.402898,40264900
2015-02-12,41.648983,33268800
2015-02-11,40.962728,38262500
2015-02-10,41.175368,29670700
2015-02-09,40.943397,31381100
2015-02-06,40.991724,34311700
2015-02-05,41.030387,36548200
2015-02-04,40.440786,41614800
2015-02-03,40.20881,52082400
2015-02-02,39.899512,50352500
2015-01-30,39.048944,78004900
2015-01-29,40.605099,63585300
2015-01-28,39.812522,84507100
2015-01-27,41.233363,169164000
2015-01-26,45.437889,42525500
2015-01-23,45.602206,26211600
2015-01-22,45.553879,35898000
2015-01-21,44.384341,39081100
2015-01-20,44.838624,36161900
2015-01-16,44.693643,35695300
2015-01-15,43.959056,32742300
2015-01-14,44.423004,29719600
2015-01-13,44.809629,35270600
2015-01-12,45.0416,23651900
2015-01-09,45.61187,23942800
2015-01-08,45.998494,29645200
2015-01-07,44.683975,29114100
2015-01-06,44.123373,36447900
2015-01-05,44.780633,39673900
2015-01-02,45.19625,27913900
